798,saída,exit,está na hora de procurar a saída de emergência.,– It is time to look for the emergency exit.,[sound:saída.ogg],
799,esquecer,to forget,você se esqueceu do que veio fazer aqui?,– Have you forgotten what you came to do here?,[sound:esquecer.ogg],
800,adquirir,to acquire,Dom Fernando adquiriu obras de numerosos pintores.,– Don Fernando acquired works from numerous painters.,[sound:adquirir.ogg],
801,pergunta,question,a resposta para estas perguntas poderia ser sim.,– The answer to these questions could be yes.,[sound:pergunta.ogg],
802,boca,mouth,"na frente dela ele ficava calado, não tinha coragem de abrir a boca.",– In front of her he remained silent; he didn’t have the courage to open his mouth.,[sound:boca.ogg],
803,organização,organization,os partidos políticos são organizações que têm por objectivo a conquista do poder.,– Political parties are organizations whose main objective is power.,[sound:organização.ogg],
804,poeta,poet,o poeta acabou por escrever um longo e belo poema.,– The poet ended up writing a long and beautiful poem.,[sound:poeta.ogg],
805,cargo,"position, responsibility",ele ocupou os cargos de professor e reitor na universidade.,– He had the positions of professor and dean at the University.,[sound:cargo.ogg],
806,capacidade,capacity,o presídio tem capacidade para 80 homen.,– The prison has the capacity to hold 80 men.,[sound:capacidade.ogg],
807,cantar,to sing,é por respeito a eles que não vou cantar música brasileira.,– It is out of respect for them that I won’t sing Brazilian music.,[sound:cantar.ogg],
808,chefe,"chief, boss",normalmente é o chefe do Estado que emite a ratificação.,– Normally it is the chief of state that sponsors ratification.,[sound:chefe.ogg],
809,exército,army,a República invadiu o sertão com um grande exército.,– The Republic invaded the backlands with a large army.,[sound:exército.ogg],
810,corrente,"current, chain",a corrente eléctrica é devida ao movimento de electrões.,– Electric current is produced by the movement of electrons.,[sound:corrente.ogg],
811,festa,"party, celebration",em Roma neste momento vão continuando as festas do Carnaval.,"– In Rome, at this moment, Carnival celebrations continue.",[sound:festa.ogg],
812,melhorar,"to improve, make better","Em vez de melhorar, as coisas só pioraram.","–Instead of improving, things just got worse.",[sound:melhorar.ogg],
813,pensamento,thought,"a esquizofrenia provoca, no pensamento do paciente, um forte afastamento da realidad.","– Schizophrenia causes, in the patient’s thoughts, a great detachment from reality.",[sound:pensamento.ogg],
814,limite,limit,o limite mínimo de idade para aposentadoria será de 53 anos.,– The minimum age limit for retirement will be 53.,[sound:limite.ogg],
815,atender,"to help, receive, give attention",o senhor Manuel não pode atender os clientes hoje. Ele foi a um funeral.,– Mr. Manuel can’t help his customers today. He has gone to a funeral.,[sound:atender.ogg],
816,profundo,"deep, profound",as fossas oceânicas representam as partes mais profundas dos oceanos.,– Oceanic trenches are the deepest parts of the oceans.,[sound:profundo.ogg],
817,aula,"class, lesson",todas as aulas foram dadas por outros professores do Departamento.,– All of the classes were taught by other professors in the Department.,[sound:aula.ogg],
818,pesar,to weigh,"quando nasceu, o Jacinto pesava 800 grama.","– When he was born, Jacinto weighed 800 grams.",[sound:pesar.ogg],
819,ministério,ministry,O pedido de investigação será encaminhado ao Ministério da Justiça.,– The request for an investigation will be sent on to the Ministry of Justice.,[sound:ministério.ogg],
820,longe,far,Coimbra fica muito longe de Madri.,–Coimbra is very far from Madrid.,[sound:longe.ogg],
821,estrutura,structure,grande parte da estrutura metálica está comprometida pela corrosão.,– A large part of this metallic structure is compromised due to corrosion.,[sound:estrutura.ogg],
822,aplicar,to apply,os professores em formação vão aplicar os conhecimentos adquiridos previamente.,–The professors in training will be applying previously acquired knowledge.,[sound:aplicar.ogg],
823,uso,use,ele defendia o uso de drogas.,– He defended the use of drugs.,[sound:uso.ogg],
824,conduzir,"to lead, conduct",ele é a pessoa mais bem preparada para conduzir o partido a uma vitória.,– He is the most well prepared person to lead the party to a victory.,[sound:conduzir.ogg],
825,vermelho,red,o algodão ficou vermelho de sangue.,–The cotton became red with blood.,[sound:vermelho.ogg],
826,pintura,painting,as mais antigas pinturas em grutas são atribuídas aos povos da Europa.,– The oldest cave paintings are attributed to the people of Europe.,[sound:pintura.ogg],
827,ramo,branch,"a planta pegou, botando raízes firmes e espigando ramos e folhas.","– The plant took root, growing firm roots and sprouting branches and leaves.",[sound:ramo.ogg],
828,cavalo,horse,"e, pronto o cavalo, ele montou e foi para a vila.","– And, his horse being ready, he mounted and went into the village.",[sound:cavalo.ogg],
829,índio,"Indian, Native American","dizem que nós índios somos selvagens, mas selvagens são eles.","– They say that we, Indians, are savages, but they are the savages.",[sound:índio.ogg],
830,comercial,commercial,o golfo é uma via marítima comercial.,– The gulf is a commercial maritime route.,[sound:comercial.ogg],
831,técnico,"technical, coach, technician",o técnico do time baiano ainda não escolheu o substituto.,– The coach of the team from Bahia still hasn’t chosen a substitute.,[sound:técnico.ogg],
832,disco,"record, disc",os primeiros discos que gravou foram  apenas êxitos regionais.,– The first records he recorded were only regional successes.,[sound:disco.ogg],
833,sujeito,subject,os sujeitos que participaram no estudo mentiram.,– The subjects who participated in the study lied.,[sound:sujeito.ogg],
834,preocupar,to worry about,ele deveria se preocupar mais com os problemas dele do que com os dos outros.,– He should worry more about his own problems than other people’s.,[sound:preocupar.ogg],
835,afastar,"to walk away, withdraw",ele se afastou da mesa.,– He walked away from the table.,[sound:afastar.ogg],
836,metade,half,a população asiática representa mais da metade da população mundial.,– The Asian population represents more than half of the world population.,[sound:metade.ogg],
837,direto,direct,o vírus é transmitido por contacto direct.,– The virus is transmitted by direct contact.,[sound:direto.ogg],
838,respeitar,to respect,o governo precisa respeitar as regras.,– The government needs to respect the rules.,[sound:respeitar.ogg],
839,linguagem,language,na linguagem quotidiana usamos constantemente vocábulos árabes.,– We use Arabic vocabulary constantly in our daily language.,[sound:linguagem.ogg],
840,união,union,Portugal é o terceiro maior consumidor da União Europeia.,– Portugal is the third largest consumer in the European Union.,[sound:união.ogg],
841,parede,wall,ele ergueu os olhos do soalho e passeou-os pelas paredes manchadas da sala.,"– He lifted his eyes from the floor, and gazed over the stained walls of the room.",[sound:parede.ogg],
842,fogo,fire,o fogo do inferno é tradicionalmente oposto à luz divina.,– Hellfire is traditionally the opposite of divine light.,[sound:fogo.ogg],
843,arma,"weapon, arm",as armas nucleares provêm da divisão do núcleo atômico.,– Nuclear weapons work are the product of the splitting the atomic nucleus.,[sound:arma.ogg],
844,advogado,"lawyer, attorney",os advogados pediram ao juiz que lhes permitisse uns momentos em privado.,– The lawyers asked the judge to be permitted a few moments in private.,[sound:advogado.ogg],
845,cuidar,to take care,eu coloquei uma administradora para cuidar das contas.,– I got a manager to take care of the accounts.,[sound:cuidar.ogg],
846,caixa,"box, cash register",as versões mais recentes estão embaladas numa caixa plástica rígida.,– The most  recent versions are packaged in a hard plastic box.,[sound:caixa.ogg],
847,familiar,"familiar, of the family, family member","aquilo era um velho dito familiar, mas sempre o aborrecia.","– That was an old family saying, but it always bothered him.",[sound:familiar.ogg],
848,completar,to complete,Pedro completou o trabalho no centro da defesa sem grandes problemas.,– Pedro completed his work in the defense center without any major problems.,[sound:completar.ogg],
849,aluno,"student, pupil",devia haver uma ligação maior entre o professor e o aluno.,– There ought to be more of a connection between teacher and student.,[sound:aluno.ogg],
850,entretanto,"meanwhile, however","na região do sul, entretanto ocupada pelos árabes, a cultura predominante era a do islamismo.","– In the southern region, meanwhile occupied by the Arabs, the predominant culture was that of Islam.",[sound:entretanto.ogg],
851,revolução,revolution,a Revolução Industrial veio modificar os mecanismos de produção.,– TheIndustrial Revolution changed the means of production.,[sound:revolução.ogg],
852,nota,"note, grade, mark",o músico então varia a nota produzida pelo seu instrumento.,– The musician then varies the note produced by his instrument.,[sound:nota.ogg],
853,causar,to cause,e foi isto que causou tudo o que depois aconteceu.,– And this is what caused all that happened afterwards.,[sound:causar.ogg],
854,armado,"armed, military","o conflito armado chegara ao fim, mas tinha início a Guerra Fria.","– The armed conflict had come to an end, but it was the beginning of the cold war.",[sound:armado.ogg],
855,custo,cost,o custo total do programa excedeu 24 milhões de dólares.,– The total cost of the program exceeded 24 million dollars.,[sound:custo.ogg],
856,procura,search,ele já está à procura de comprador para um de seus imóveis.,– He has already begun the search for a buyer for one of his properties.,[sound:procura.ogg],
857,escolha,choice,a Constituição garante a liberdade de esolha. É proibido proibir.,– The Constitution guarantees the freedom of choice.  Prohibiting is prohibited.,[sound:escolha.ogg],
858,literário,literary,o autor escreveu ainda muitas obras de crítica literária.,– The author wrote even more works of literary criticism.,[sound:literário.ogg],
859,responsável,"responsible, person in charge",os EUA são responsáveis por 40% da poluição mundial.,– The USA is responsible for 40 percent of the world pollution.,[sound:responsável.ogg],
860,mesa,table,o café está na mesa.,– The coffee is on the table.,[sound:mesa.ogg],
861,físico,"physical, physicist",o exercício físico regular melhora a forma física.,– Regular physical exercise improves physical well-being.,[sound:físico.ogg],
862,tamanho,size,o seu tamanho varia entre vários centímetros e vários metros.,– Its size varies from several centimeters to several meters.,[sound:tamanho.ogg],
863,leitura,reading,"parecia-lhe claro, a partir da leitura da epístola.",– It seemed clear to him after the reading of the epistle.,[sound:leitura.ogg],
864,suficiente,sufficient,a quantidade é suficiente para 30 dias.,–The quantity is sufficient for 30 days.,[sound:suficiente.ogg],
865,aproximar,"to approach, move closer","o dia que ele resolver aproximar-se de mim, eu falo com ele.","– The day that he decides to approach me, I’ll talk with him.",[sound:aproximar.ogg],
866,data,date,4 de julho é a data da independência americana.,– July 4 is the date of the American independence.,[sound:data.ogg],
867,pegar,"to get, grab, catch",ele disse para eu pegar a bola e chutar forte para o gol.,– He told me to get the ball and kick it hard at the goal.,[sound:pegar.ogg],
868,artigo,article,comecei a tremer quando li o artigo no jornal.,– I began to shake as I read the article in the newspaper.,[sound:artigo.ogg],
869,oposição,opposition,a cidade era uma fortaleza da oposição republicana ao ditador.,– The city was a fort of republican opposition to the dictator.,[sound:oposição.ogg],
870,ponte,bridge,"aqui o engenheiro construiu três pontes sobre o rio, entre outras estruturas.","– Here the engineer built three bridges over the river, among other structures.",[sound:ponte.ogg],
871,menino,young boy,o menino foi entregue à Divisão de Proteção à Criança.,– The young boy was taken to the Division of Child Protection.,[sound:menino.ogg],
872,fixar,"to establish, fix (onto)",houve necessidade de fixar fronteiras em relação aos territórios.,– It was necessary to establish territorial boundaries.,[sound:fixar.ogg],
873,automóvel,"car, automobile","as ruas estavam congestionadas de automóveis, lançando fumos para a atmosfera.","– The roads were full of cars, sending smoke into the atmosphere.",[sound:automóvel.ogg],
874,absoluto,absolute,tenho certeza absoluta de que sou a reencarnação dela.,– I have absolute certainty that I am her reincarnation.,[sound:absoluto.ogg],
875,cara,face,o sol batia direto na minha cara.,– The sun was shining right in my face.,[sound:cara.ogg],
876,consequência,consequence,o país está a sofrer as consequências do adiamento da construção.,– The country is suffering the consequences of putting off the construction.,[sound:consequência.ogg],
877,planta,plant,"as plantas desta espécie são bulbosas, com folhas lineares.","– The plants of this species are bulbous, with straight leaves.",[sound:planta.ogg],
878,importar,"to be interested in, care, import",pouco me importo com a opinião dos outro.,– I am not very interested in the opinion of others.,[sound:importar.ogg],
879,caber,"to fit, has capacity for",nesta sala cabem 200 pessoas ombro a ombro.,– 200 people fit in this room shoulder to shoulder.,[sound:caber.ogg],
880,perna,leg,"ela sentou, cruzou as pernas, começou a folhear uma revista estrangeira.","– She sat down, crossed her legs, and began to flip through a foreign magazine.",[sound:perna.ogg],
881,perspetiva,perspective,a filosofia era encarada nesta escola sob uma perspectiva dogmática.,"– Philosophy was looked at, according to this school of thought, from a dogmatic perspective.",[sound:perspetiva.ogg],
882,religioso,religious (person),os seus rituais religiosos incluíam sacrifícios humanos em grande escala.,– Their religious rituals include human sacrifices on a grand scale.,[sound:religioso.ogg],
883,nove,nine,o período de gestação do ser humano é cerca de nove meses.,– The gestation period in humans is about nine months.,[sound:nove.ogg],
884,concordar,to agree,não tenho que discordar nem que concorda.,– I don’t have to agree or disagree.,[sound:concordar.ogg],
885,impor,"to impose, enforce",o governo impôs limitações à actividade do grupo.,– The government imposed limitations on this group’s activity.,[sound:impor.ogg],
886,exposição,"exposition, display",ele apresentou ainda trabalhos seus na Exposição de Arte Moderna.,– He also displayed his works at the Exposition of Modern Art.,[sound:exposição.ogg],
887,interno,internal,as suas reformas administrativas internas são ainda hoje uma realidade.,– His internal administrative reforms are still a reality today.,[sound:interno.ogg],
888,setor,sector,"as melhorias, neste sector, são estruturais e funcionais.",– The improvements in this sector are both structural and functional.,[sound:setor.ogg],
889,lutar,to fight,a juventude nas brigadas lutava contra os velhos costumes.,– The youth in the brigade fought against the old customs.,[sound:lutar.ogg],
890,ideal,ideal,"viveu até os 97 anos, sempre defendendo os ideais pacifistas.","– He lived to be 97 years old, always defending pacifist ideals.",[sound:ideal.ogg],
891,substituir,to substitute,um mundo artificial vai substituir o mundo real.,– An artificial world will substitute the real world.,[sound:substituir.ogg],
892,tendência,tendency,"a nossa geração tinha uma tendência de esquerda democrática, não-comunista.","– Our generation had a tendency toward the democratic, non-communist left.",[sound:tendência.ogg],
893,governador,governor,"homem de estado, ele foi governador de Atenas durante dez anos.","– A statesman, he was the governor of Athens for 10 years.",[sound:governador.ogg],
894,funcionário,"employee, worker",naquela empresa os funcionários eram dedicados aos patrões.,"– In thatcompany, the employees were loyal to their bosses.",[sound:funcionário.ogg],
895,roda,wheel,a maior parte dos automóveis tem quatro rodas.,– Most automobiles have four wheels.,[sound:roda.ogg],
896,candidato,candidate,as eleições presidenciais foram ganhas pelo candidato do Partido Social Democrata.,– The presidential elections were won by the candidate for the Social Democratic Party.,[sound:candidato.ogg],
897,compor,"to compose, consist of",ele compôs três músicas.,– He composed three pieces of music.,[sound:compor.ogg],
898,costumar,"to tend to, have the habit of",as fêmeas costumam ser um pouco menores que os machos.,– The females tend to be a little smaller than the males.,[sound:costumar.ogg],
899,impressão,"impression, printing","não sei por quê, mas tenho a impressão que ela não simpatiza comigo.","– I don’t know why, but I have the impression that she doesn’t like me that much.",[sound:impressão.ogg],
900,hipótese,hypothesis,a hipótese foi elaborada pelo cientista.,– The hypothesis was articulated by the scientist.,[sound:hipótese.ogg],
901,verão,summer,o verão chega e consigo traz o calor.,– Summer comes and brings warmth with it.,[sound:verão.ogg],
902,cobrir,to cover,esse valor foi insuficiente para cobrir o custo de produção.,– This amount was insufficient to cover the cost of production.,[sound:cobrir.ogg],
903,refletir,to reflect,os planetas reflectem a luz das estrelas.,–The planets reflect the light of the stars.,[sound:refletir.ogg],
904,anunciar,to announce,não sabemos o que o ministro vai anuncia.,– We don’t know what the minister will announce.,[sound:anunciar.ogg],
905,dispor,"to possess, have, use",os discos ópticos dispõem de capacidade de armazenamento.,– Optical discs possess storage capacity.,[sound:dispor.ogg],
906,violência,violence,a violência no país atingiu níveis assustadores.,– Violence within the country has reached astounding levels.,[sound:violência.ogg],
907,virar,"to turn, become",agora a empresa virou uma nova página na história da publicidade em Portugal.,– Now the company has turned a new page in the history of advertising in Portugal.,[sound:virar.ogg],
908,seguro,"secure, safe, insurance",era um esconderijo seguro de que ninguém suspeitaria.,– It was a safe hiding place that nobody would suspect.,[sound:seguro.ogg],
909,instituição,institution,as instituições governamentais para a promoção da saúde iniciaram campanhas de publicidade.,– Governmental institutions for the promotion of health began public campaigns.,[sound:instituição.ogg],
910,exercer,"to exert, exercise",você exerceu uma influência decisiva.,–You exert a decisive influence.,[sound:exercer.ogg],
911,durar,to last,o período dura todo o ano.,– The period lasts the whole year.,[sound:durar.ogg],
912,perguntar,to ask (a question),eu perguntei se o vôo estava cheio.,– I asked if the flight was full.,[sound:perguntar.ogg],
913,café,coffee,ele tomava o café às sete e se sentava a fumar à porta.,– He would drink his coffee at seven and sit down to smoke by the door.,[sound:café.ogg],
914,financeiro,financial,"a iniciativa conta, ainda, com o apoio financeiro de várias empresas.",– The initiative is also counting on the financial support of several companies.,[sound:financeiro.ogg],
915,abaixo,"below, beneath, under","porém, as taxas de reciclagem estão muito abaixo do desejável.","– However, recycling levels are far below what is desirable.",[sound:abaixo.ogg],
916,fotografia,"photograph, photography",ele comprou uma câmara usada e começou a tirar fotografias.,– He bought a used camera and began to take photographs.,[sound:fotografia.ogg],
917,conhecido,known,ele é muito conhecido e respeitado.,– He is well known and highly respected.,[sound:conhecido.ogg],
918,utilizar,to utilize,o país não sabe utilizar correctamente os recursos disponíveis.,– The country doesn’t know how to utilize its available resources effectively.,[sound:utilizar.ogg],
919,vantagem,advantage,os processadores de texto oferecem vantagens sobre as máquinas de escrever.,– Word processors offer advantages over typewriters.,[sound:vantagem.ogg],
920,regime,regime,os regimes antiliberais acabam sempre na guerra e na miséria.,– Oppressive regimes always end in war and misery.,[sound:regime.ogg],
921,sítio,"site, place, small farm [BP]",o sítio arqueológico está sendo escavado e restaurado há vários anos.,– The archaeological site is being excavated and restored for several years now.,[sound:sítio.ogg],
922,citar,"to cite, quote",citei alguns exemplos de práticas comuns no nosso país.,– I cited some examples of common practices in our country.,[sound:citar.ogg],
923,tradição,tradition,"segundo a tradição judaica, a arca conteria as tábuas dos dez mandamentos.","– According to Jewish tradition, the ark contained the tables of the Ten Commandments.",[sound:tradição.ogg],
924,alcançar,"to reach, attain",estendi o braço mas não conseguia alcançar a mesinha de cabeceira.,– I stretched out my arm but wasn’t able to reach the nightstand.,[sound:alcançar.ogg],
925,desenvolvimento,development,a psicologia do desenvolvimento foi muito influenciada pelas teorias cognitivas.,– Developmental psychology was heavily influenced by cognitive theory.,[sound:desenvolvimento.ogg],
926,sonho,dream,ele adormeceu por fim e teve sonhos bizarros.,– He finally fell asleep and had bizarre dreams.,[sound:sonho.ogg],
927,jardim,garden,há muitas flores neste jardim.,– There are many flowers in this garden.,[sound:jardim.ogg],
928,assembleia,assembly,existe uma assembleia nacional de 120 membros eleita por voto.,"– There is a national assembly of 120 members, elected by vote.",[sound:assembleia.ogg],pt-pt
929,assembléia,assembly,existe uma assembleia nacional de 120 membros eleita por voto.,"– There is a national assembly of 120 members, elected by vote.",[sound:assembléia.ogg],pt-br
930,corte,"cut (M), court (F)",o mestre segurou a faca e fez um pequeno corte na madeira.,– The master held the knife and made a small cut on the wood.,[sound:corte.ogg],
931,estrela,star,as estrelas cobrem o céu de lado a lado.,– The stars cover the sky from one horizon to the other.,[sound:estrela.ogg],
932,impossível,impossible,é impossível alguém escapar às regras.,– It is impossible for anyone to avoid keeping the rules.,[sound:impossível.ogg],
933,determinado,"determined, certain",para convidar os interessados a apresentar suas propostas em prazo determinado.,– To invite those interested to present their proposals within a certain time frame,[sound:determinado.ogg],
934,faculdade,"college, faculty",aos 25 anos regressou à faculdade para uma licenciatura em geologia.,"– At 25 years of age, he returned to college to get a degree in Geology.",[sound:faculdade.ogg],
935,voto,"vote, vow",o magistrado é eleito por voto popular para um período de três anos.,– The magistrate is elected by popular vote for a three-year term.,[sound:voto.ogg],
936,estudante,student,A sua adesão ao partido deu-se quando ele era estudante universitário.,– He joined to political party when he was a college student.,[sound:estudante.ogg],
937,padre,"priest, father (religious)",ele se arrependeu e confessou logo o pecado ao padre.,– He repented and confessed his sin to the priest right away.,[sound:padre.ogg],
938,média,"average, middle (class)",os relatos duraram em média uma hora e meia.,"– The reports last, on average, an hour and a half.",[sound:média.ogg],
939,exterior,"outside, exterior",a disciplina se mostra no interior e no exterior.,– Discipline is shown on the inside and on the outside.,[sound:exterior.ogg],
940,associação,"association, organization","as associações organizam encontros, eventos, conferências e actividades.","–The associations organize meetings, events, conferences and activities.",[sound:associação.ogg],
941,comunidade,community,a comunidade internacional continua preocupada com o programa nuclear da Coreia.,– The international community continues to be worried about the Korean nuclear program.,[sound:comunidade.ogg],
942,simplesmente,simply,ela é simplesmente maravilhosa.,– She is simply marvelous.,[sound:simplesmente.ogg],
943,notícia,news,ele abriu o jornal e leu a notícia do desastre atentamente.,– He opened the newspaper and read the news about the disaster closely.,[sound:notícia.ogg],
944,desaparecer,to disappear,"se os sintomas não desaparecerem, procure um médico.","– If the symptoms don’t disappear, seek a doctor.",[sound:desaparecer.ogg],
945,cão,dog,"veio um cão enorme lá de dentro, aos saltos e latidos.","– An enormous dog came running from inside, jumping and barking.",[sound:cão.ogg],
946,sede,"headquarters, thirst",a sede do Conselho Mundial dos Povos Indígenas encontra-se no Canadá.,– The headquarters for theWorld Council of Indigenous Peoples is in Canada.,[sound:sede.ogg],
947,transporte,transportation,a bicicleta é uma forma de transporte não-poluente e energicamente eficient.,– The bicycle is a form of transportation that doesn’t pollute and is energy efficient.,[sound:transporte.ogg],
948,cedo,"early, soon","a procura começou cedo, pouco antes das 7 horas.","– The search began early, a little before 7 a.m.",[sound:cedo.ogg],
949,ensinar,to teach,ofereci-me para ensinar latim à Sofia.,–I offered to teach Latin to Sophie.,[sound:ensinar.ogg],
950,perante,before (in front of),todos são iguais perante a lei.,– All are equal before the law.,[sound:perante.ogg],
951,renda,income,o imposto de renda tradicional promove a justiça social.,– Income taxes promote social welfare.,[sound:renda.ogg],
952,casamento,marriage,"o casamento, todavia, somente se desfaz pelo divórcio.","– The marriage, however, is only undone by divorce.",[sound:casamento.ogg],
953,semelhante,similar,os direitos dos voluntários são semelhantes aos dos trabalhadores remunerados.,– Volunteers’ rights are similar to those of paid workers.,[sound:semelhante.ogg],
954,amarelo,yellow,a cor do Sol mudará de amarela para laranj.,– The color of the sun will change from yellow to orange.,[sound:amarelo.ogg],
955,enfrentar,"to face, confront","apesar da abolição, os negros enfrentaram sérios problemas sociais.","– Despite the abolition, blacks still faced serious social problems.",[sound:enfrentar.ogg],
956,moral,"moral, ethics, morale",esse filósofo alemão rejeitou os valores morais absolutos.,– This German philosopher rejected absolute moral values.,[sound:moral.ogg],
957,cruz,cross,constantino tinha tido uma visão da cruz de Cristo sobre o sol.,– Constantine had had a vision of the cross of Christ over the sun.,[sound:cruz.ogg],
958,convidar,to invite,no dia seguinte ele os queria convidar para o jantar.,– The following day he wanted to invite them to dinner.,[sound:convidar.ogg],
959,distância,distance,existem dois alvos a uma distância de 35 metros um do outro.,– There are two targets at a distance of 35 meters from each other.,[sound:distância.ogg],
960,caráter,"personality, character",a tua irmã tem um carácter insociável.,–Your sister has an anti-social personality.,[sound:caráter.ogg],
961,nação,nation,as sanções decretadas pelas Nações Unidas não foram levantadas.,– The sanctions decreed by the United Nations were not lifted.,[sound:nação.ogg],
962,prazo,"deadline, term, amount of time",o prazo de entrega vence em 30 de abril.,–The deadline for delivery is April 30.,[sound:prazo.ogg],
963,separar,to separate,tanta coisa que os unia e tanta que os separava!,– There was so much that united them and there was so much that separated them!,[sound:separar.ogg],
964,pior,"worse, worst",a situação no Brasil está cada vez pior.,– The situation in Brazil is getting worse and worse.,[sound:pior.ogg],
965,rapaz,"young man, kid",as mãos do rapaz e da moça se procurara.,– The hands of the young man and the young woman sought each other.,[sound:rapaz.ogg],
966,braço,arm,ele levantou o braço direito e apontou para o amigo.,– He lifted up his right arm and pointed to his friend.,[sound:braço.ogg],
967,prémio,prize,Alexis Carrel ganhou o Prémio Nobel de Medicina em 1912.,– Alexis Carrel won the Nobel Prize for Medicine in 1912.,[sound:prémio.ogg],pt-br
968,prêmio,prize,Alexis Carrel ganhou o Prémio Nobel de Medicina em 1912.,– Alexis Carrel won the Nobel Prize for Medicine in 1912.,[sound:prêmio.ogg],pt-br
969,atravessar,"to cross, pass","então, para atravessar a rua, o pedestre tem que ter muito cuidado.","– Then, to cross the street, the pedestrian has to be very careful.",[sound:atravessar.ogg],
970,batalha,battle,"antes de ganhar a batalha pela custódia, eles passaram por vários abusos.","– Before winning the custody battle, they were abused several times.",[sound:batalha.ogg],
971,reação,reaction,"tenho a asma, que é uma reacção alérgic.","– I have asthma, which is an allergic reaction.",[sound:reação.ogg],
972,acesso,access,ele obteve acesso ao documento protegid.,– He gained access to the classified document.,[sound:acesso.ogg],
973,tratamento,treatment,é desumano negar o tratamento aos doente.,– It is inhumane to deny treatment to the ill.,[sound:tratamento.ogg],
974,salvar,to save,é a nossa última chance de salvar as matas da região.,– It is our last chance to save the wilderness of the region.,[sound:salvar.ogg],
975,membro,member,cada membro da família tinha um lugar certo.,– Every family member had his or her own place.,[sound:membro.ogg],
976,gosto,"taste, preference",é um tanto sentimental demais para o meu gosto.,– It’s a little too sentimental for my taste.,[sound:gosto.ogg],
977,atrair,to attract,não tenho por ele antipatia; mas nada me atrai a ele.,– I don’t hold antipathy towards him; but nothing attracts me to him.,[sound:atrair.ogg],
978,profissão,profession,ele foi professor mas abandonou a profissão para se tornar director.,– He was a teacher but he abandoned his profession to become a director.,[sound:profissão.ogg],
979,poesia,poetry,"Desiste da prosa, tenta a poesia!","–Quit prose, try poetry!",[sound:poesia.ogg],
980,busca,search,ele atravessou o istmo do Panamá em busca de ouro.,– He crossed the isthmus of Panama in search of gold.,[sound:busca.ogg],
981,ator,actor,ele foi nomeado para o Óscar de Melhor Actor.,– He was nominated for an Oscar for Best Actor.,[sound:ator.ogg],
982,limitar,to limit,eu me limitava a responder o que ela me perguntava.,– I limited myself to answering what she asked me.,[sound:limitar.ogg],
983,novamente,"again, newly, recently",os ex-amigos encontram-se novamente.,–The ex-friends meet again.,[sound:novamente.ogg],
984,página,page,esse prefácio tem cerca de 80 páginas.,–That preface has around 80 pages.,[sound:página.ogg],
985,permanecer,"to stay, remain",eu por minha parte só permaneço aqui até ao dia 31.,"– I, for my part, will only stay here until the 31st.",[sound:permanecer.ogg],
986,desejo,desire,um desejo sincero é sempre concretizado.,–A sincere desire always comes true.,[sound:desejo.ogg],
987,destino,destination,a carta já chegou ao destino.,– The letter has already arrived at its destination.,[sound:destino.ogg],
988,espanhol,Spanish,ele não fala espanhol.,– He doesn’t speak Spanish.,[sound:espanhol.ogg],
989,marca,"brand name, mark",experimente esta nova marca de sabão.,–Try this new brand of soap.,[sound:marca.ogg],
990,conter,to contain,os aços contêm até 5% de silício.,– Steel contains up to 5% silicon.,[sound:conter.ogg],
991,vinho,wine,"Dioniso, na tradição grega, é deus do vinh.","– Dionysus, in the Greek tradition, is the god of wine.",[sound:vinho.ogg],
992,quente,hot,o clima é tropical quente.,– The climate is hot tropical.,[sound:quente.ogg],
993,trás,"back, behind",ele inclina-se para trás na cadeira.,–He leans back on the chair.,[sound:trás.ogg],
994,ato,act,no primeiro acto a actriz deixou cair a peruca.,– During the first act the actress dropped her wig.,[sound:ato.ogg],
995,ligação,"connection, phone call",as ligações entre a cidade e a auto-estrada vão finalmente melhorar.,– The connections between the city and the freeway will finally improve.,[sound:ligação.ogg],
996,intelectual,intellectual,"os signatários são intelectuais, professores universitários e artistas.","– The supporters are intellectuals, university professors and artists.",[sound:intelectual.ogg],
997,tom,"tone, sound",a coloração varia desde o preto até tons mais claros.,– The coloring can go from black to lighter tones.,[sound:tom.ogg],
998,estender,"to extend, stretch",a principal função do quadríceps femoral é de estender os joelhos.,– The main function of the femoral quadriceps is to extend the knees.,[sound:estender.ogg],
999,visitar,to visit,os magos foram visitar o meninoJesus.,– The Magi went to visit the baby Jesus.,[sound:visitar.ogg],
1000,bastar,"to be enough, suffice","não comprava nada, bastava-me ver e sonhar.",– I didn’t buy anything; it was enough to just see it and dream.,[sound:bastar.ogg],
1001,cidadão,citizen,eles obrigavam todos os cidadãos masculinos a cumprirem o serviço militar.,– They require all male citizens to sign up for military service.,[sound:cidadão.ogg],
1002,companheiro,"companion, colleague",em toda a sua vida nunca tinha tido um companheiro que lhe fosse fiel.,– In all of her life she had never had a companion who was faithful to her.,[sound:companheiro.ogg],
1003,crer,to believe,eu creio na minha religião.,– I believe in my religion.,[sound:crer.ogg],
1004,ouro,gold,"é uma excelente cavaleira, tendo ganho uma medalha de ouro.","– She is an excellent rider, having won a gold medal.",[sound:ouro.ogg],
1005,elétrico,electric,a eletrólise ocorre quando uma corrente elétrica atravessa um composto químico.,– Electrolysis occurs when an electric current passes through a chemical compound.,[sound:elétrico.ogg],
1006,seco,dry,a terra estava seca pela falta de chuva.,– The land was dry due to the lack of rain.,[sound:seco.ogg],
